@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,speech,birds}

@DATA
0.038722,0.013194,2.992064,0.127466,0.191105,0.228428,0.017518,0.052027,-29.553742,2.997033,0.397812,0.344981,0.005957,0.105501,0.007610,-0.018408,-0.020437,-0.094317,0.007539,-0.070561,-0.126402,0.032793,0.001889,0.057154,0.012552,0.021735,0.016042,0.056958,0.001009,0.005358,0.032093,0.038425,0.004683,0.037408,0.025182,0.017217,0.368991,0.042126,0.028301,0.266876,0.014663,0.052950,2.787755,0.567503,0.467709,0.414924,0.308442,0.263125,0.265821,0.250370,0.213881,0.225747,0.216812,0.236654,0.228734,0.040556,0.002884,0.047888,0.019379,0.020701,0.018777,0.047466,0.001826,0.008381,0.035343,0.041934,0.007663,0.013192,speech
0.082813,0.056771,3.027953,0.155104,0.158047,0.964806,0.011428,0.152136,-23.378656,1.030612,-0.092282,0.058627,-0.187498,0.299490,-0.110454,0.082260,-0.002585,0.099979,0.050459,0.052218,-0.032200,0.010432,0.005707,0.015924,0.012312,0.018771,0.010318,0.082822,0.007164,0.008818,0.010926,0.013911,0.008417,0.031255,0.034091,0.047488,0.324370,0.024561,0.032958,0.421469,0.007620,0.071365,2.770217,0.679546,0.767637,0.495733,0.527957,0.401294,0.366071,0.302116,0.294258,0.226223,0.256859,0.239588,0.224570,0.014315,0.008090,0.017610,0.017949,0.018970,0.014400,0.097718,0.012952,0.013534,0.014147,0.014837,0.011292,0.024698,speech
0.140525,0.001670,3.103982,0.211493,0.191071,1.422828,0.006074,0.238061,-27.471688,0.370398,-0.332078,-0.647544,-0.603778,0.147154,0.053367,0.256040,0.237888,0.135819,-0.118665,0.038666,-0.097769,0.008294,0.008283,0.027726,0.007127,0.005674,0.018001,0.064638,0.002518,0.004017,0.006402,0.007680,0.005537,0.022446,0.042676,0.001660,0.198175,0.027955,0.021264,0.362100,0.003145,0.071569,0.855904,0.416594,0.399252,0.354489,0.315389,0.282433,0.279826,0.223780,0.212660,0.198162,0.206210,0.205885,0.184831,0.008461,0.008392,0.027098,0.009450,0.006304,0.016682,0.059837,0.002604,0.004018,0.007319,0.006314,0.005524,0.015750,speech
0.163450,0.006215,3.037471,0.227568,0.195095,1.571762,0.005586,0.246803,-26.385643,0.236157,-0.340283,-0.533144,-0.641466,0.149182,-0.056357,0.372322,-0.012221,0.121065,-0.087979,0.068032,-0.072723,0.007727,0.010567,0.014959,0.009118,0.007756,0.013349,0.018785,0.004897,0.004463,0.004331,0.007651,0.004338,0.009799,0.041808,0.008909,0.280377,0.034225,0.022572,0.382687,0.003419,0.061718,1.242475,0.449011,0.527412,0.432533,0.314597,0.258393,0.282094,0.230905,0.256391,0.190796,0.188770,0.181013,0.181516,0.008624,0.010893,0.012382,0.009509,0.006406,0.010832,0.019519,0.006266,0.004643,0.003294,0.005201,0.004674,0.006476,speech
0.149578,0.008797,3.117648,0.223166,0.202652,1.405840,0.007069,0.232716,-26.595837,0.652354,-0.371937,-0.313814,-0.615127,0.124128,-0.195556,0.316442,0.141612,0.182477,-0.024265,0.128422,-0.027178,0.012132,0.013292,0.016978,0.008822,0.007826,0.013306,0.017210,0.002219,0.005053,0.009133,0.013743,0.007676,0.013850,0.050550,0.013509,0.238207,0.039319,0.024492,0.500765,0.005990,0.090797,1.317193,0.505351,0.484096,0.532080,0.381982,0.267032,0.255876,0.276512,0.230905,0.193088,0.237785,0.206479,0.190186,0.016356,0.016771,0.015886,0.010845,0.008207,0.014282,0.016957,0.002043,0.006244,0.012380,0.011320,0.011074,0.008738,speech
0.104540,0.062972,3.048479,0.185907,0.177284,0.983388,0.012948,0.190100,-23.228461,1.074267,0.261585,-0.207579,0.025265,0.193149,-0.134127,0.070711,-0.073817,-0.110182,-0.064620,0.015769,-0.130983,0.015710,0.005360,0.023138,0.013784,0.017832,0.009538,0.047270,0.004046,0.006995,0.017823,0.023042,0.006130,0.027920,0.059275,0.040780,0.340557,0.048697,0.032328,0.461761,0.009246,0.104536,2.174971,0.834217,0.847487,0.571865,0.447243,0.419729,0.351239,0.345307,0.308465,0.291483,0.321116,0.290447,0.298983,0.021861,0.008063,0.029083,0.018318,0.024209,0.013501,0.065363,0.007375,0.010226,0.025712,0.027645,0.010277,0.018459,speech
0.140937,0.005176,3.084753,0.239416,0.215345,1.052668,0.010435,0.221570,-27.716139,1.283058,-0.439885,-0.500676,-0.156638,0.121371,-0.121737,-0.134847,-0.205984,-0.034926,-0.129630,0.019646,-0.200690,0.017354,0.004632,0.020285,0.013396,0.010416,0.025462,0.016999,0.008020,0.010457,0.010622,0.012472,0.007618,0.021306,0.097889,0.005706,0.282886,0.083230,0.031438,0.615997,0.007151,0.169317,1.659549,0.705130,0.814689,0.484020,0.419697,0.367028,0.301647,0.288654,0.308233,0.282309,0.307783,0.318431,0.319724,0.023666,0.006231,0.027004,0.019964,0.015885,0.029794,0.020281,0.013900,0.017188,0.016782,0.015581,0.011179,0.012861,speech
0.135845,0.006127,2.988189,0.250055,0.232913,0.942585,0.008737,0.215133,-27.105613,1.655944,-0.378229,-0.397280,-0.044191,0.293500,-0.108339,0.068383,-0.041041,0.025317,0.156952,0.113054,0.040272,0.006773,0.004793,0.027616,0.009547,0.009144,0.023380,0.059323,0.008364,0.009820,0.012291,0.014872,0.004005,0.024574,0.098045,0.008704,0.297075,0.088154,0.030728,0.574998,0.005883,0.186026,1.705637,0.483510,0.568190,0.522402,0.328967,0.338210,0.221418,0.291074,0.230660,0.190489,0.241831,0.207640,0.224013,0.009445,0.006494,0.026483,0.012981,0.011843,0.022921,0.057186,0.014788,0.013605,0.016209,0.013251,0.006285,0.014387,speech
0.183698,0.012150,2.885106,0.315449,0.291438,0.702327,0.017677,0.296031,-28.131078,1.183922,0.526698,0.381106,0.220435,0.335129,-0.039011,0.272516,0.074572,0.047390,0.113989,0.064480,0.083745,0.002092,0.001094,0.061496,0.000869,0.001835,0.000609,0.181385,0.000231,0.000503,0.000970,0.037652,0.000377,0.056272,0.149880,0.012444,0.244453,0.113324,0.052096,0.445841,0.012257,0.300817,0.928454,0.579901,0.315936,0.266231,0.297684,0.286564,0.259301,0.225911,0.218675,0.208209,0.198181,0.194007,0.175783,0.003617,0.001927,0.058424,0.001134,0.001577,0.000700,0.108093,0.000364,0.000968,0.000918,0.032416,0.000375,0.027154,birds
0.200156,0.021099,2.890669,0.329035,0.291201,0.738196,0.019345,0.316844,-27.374094,1.151703,0.590098,0.343269,0.267169,0.333828,-0.034457,0.261923,0.052463,0.069579,0.111539,0.088628,0.075460,0.001831,0.001057,0.060841,0.001067,0.001824,0.000626,0.170166,0.000273,0.000446,0.000967,0.035987,0.000375,0.053327,0.154682,0.019199,0.218988,0.120092,0.052492,0.406223,0.013696,0.292389,0.785406,0.563586,0.316965,0.273579,0.294907,0.255425,0.234402,0.204743,0.192853,0.187920,0.180987,0.183125,0.177035,0.002911,0.001924,0.056903,0.001832,0.001780,0.000716,0.104629,0.000421,0.000709,0.000985,0.031142,0.000398,0.025976,birds
0.347153,0.009819,3.216504,0.388680,0.257268,2.441392,0.002708,0.603323,-24.113987,0.890913,0.119774,-0.615085,-0.238566,-0.441198,-0.216263,-0.315647,-0.072166,-0.145232,-0.142973,-0.164893,-0.128262,0.009643,0.005930,0.008860,0.010726,0.009112,0.011237,0.008297,0.002884,0.007560,0.009108,0.010387,0.008403,0.006386,0.049304,0.004173,0.108333,0.032180,0.011216,0.330890,0.000740,0.083484,0.521111,0.342106,0.215710,0.212595,0.208265,0.189208,0.193795,0.168591,0.183827,0.171616,0.168372,0.180957,0.172124,0.006078,0.004575,0.006299,0.007610,0.008460,0.009804,0.005334,0.002433,0.005649,0.005641,0.006355,0.006527,0.003062,birds
0.420187,0.012127,3.250965,0.440828,0.254892,2.691605,0.002572,0.693188,-24.288061,0.405680,0.238127,-0.668855,-0.238399,-0.359709,-0.170016,-0.284158,-0.107767,-0.180029,-0.138849,-0.173484,-0.128684,0.006191,0.004083,0.005681,0.005978,0.005878,0.005513,0.005116,0.002438,0.005746,0.005435,0.005609,0.004119,0.003740,0.043598,0.003592,0.063126,0.029463,0.011590,0.272754,0.000594,0.074852,0.449520,0.323485,0.229626,0.212523,0.225557,0.203228,0.197993,0.191383,0.181674,0.180643,0.172429,0.186760,0.183366,0.004498,0.002862,0.004161,0.004044,0.004341,0.004857,0.003573,0.002160,0.005313,0.003765,0.003691,0.003593,0.002144,birds
0.149484,0.019151,2.887218,0.252985,0.254125,0.609695,0.011077,0.212667,-26.139010,1.870075,-0.136715,0.597330,0.368996,0.204819,0.053868,0.215469,0.117599,0.065143,0.049730,0.062882,0.009073,0.001843,0.000600,0.123941,0.001941,0.004117,0.000865,0.179077,0.000350,0.000648,0.001816,0.035293,0.000591,0.062852,0.056472,0.008485,0.158951,0.047340,0.025909,0.202298,0.007070,0.077474,0.328085,0.182882,0.161307,0.164299,0.152198,0.146585,0.125416,0.134901,0.131731,0.149883,0.132804,0.126001,0.133350,0.001642,0.000622,0.056717,0.002348,0.003367,0.000677,0.081897,0.000294,0.000517,0.001481,0.021203,0.000570,0.016323,birds
0.191276,0.010729,2.906305,0.286673,0.265032,0.740586,0.011879,0.287990,-27.027018,1.920279,-0.205737,0.537635,0.313876,0.209697,0.054272,0.219175,0.108796,0.051897,0.037141,0.044542,0.011475,0.001877,0.000903,0.094697,0.001486,0.003262,0.000950,0.182130,0.000546,0.000861,0.001966,0.034206,0.000633,0.059546,0.067388,0.005273,0.183571,0.054262,0.032891,0.225380,0.007055,0.094069,0.321895,0.190968,0.188250,0.174192,0.166217,0.151985,0.150874,0.160224,0.147385,0.148510,0.136345,0.137071,0.139495,0.001651,0.000861,0.050508,0.001271,0.002793,0.000852,0.083756,0.000576,0.000862,0.002094,0.023740,0.000634,0.017944,birds
0.248555,0.012650,2.945873,0.341812,0.288301,0.914794,0.011531,0.409188,-26.834508,1.986751,-0.189149,0.472855,0.208951,0.174365,0.082736,0.270728,0.148412,0.060277,0.008734,0.013463,0.013961,0.001895,0.001113,0.058904,0.001461,0.003556,0.000984,0.183439,0.000512,0.000846,0.001890,0.034852,0.000818,0.055137,0.115737,0.007060,0.190461,0.091539,0.042745,0.327096,0.006601,0.195391,0.360326,0.206836,0.180520,0.182063,0.167960,0.148886,0.155567,0.166028,0.157377,0.140634,0.140720,0.136939,0.130620,0.001533,0.001066,0.045408,0.001257,0.003092,0.000966,0.092731,0.000574,0.000846,0.001981,0.025651,0.000794,0.021881,birds
0.145537,0.004134,2.990816,0.222504,0.204839,0.917087,0.013869,0.200702,-29.581936,0.748835,-0.103613,0.516134,-0.028972,0.207447,-0.081218,0.229101,-0.167466,0.171691,0.008793,0.013898,0.025604,0.004081,0.002620,0.042363,0.003868,0.006253,0.003995,0.130004,0.002281,0.002663,0.003460,0.036245,0.001862,0.041341,0.053624,0.005522,0.204315,0.039054,0.021593,0.364008,0.010263,0.082671,0.621960,0.515139,0.377591,0.277828,0.288727,0.249067,0.242455,0.222919,0.197686,0.204637,0.170434,0.166238,0.170054,0.003624,0.004652,0.037336,0.003905,0.006725,0.004391,0.082532,0.002767,0.002613,0.002997,0.028305,0.001808,0.019869,birds
0.040937,0.002547,2.819247,0.163427,0.229951,0.312284,0.021569,0.038448,-28.888031,1.994791,-0.407304,0.332965,0.119879,0.132767,0.073007,0.115914,0.023002,0.005372,0.013732,0.063888,-0.008193,0.002378,0.001062,0.067123,0.002450,0.003814,0.001804,0.203931,0.000758,0.001350,0.002342,0.058753,0.001090,0.066042,0.020810,0.002604,0.224574,0.022133,0.014589,0.187919,0.020439,0.034710,0.781028,0.294278,0.273141,0.213814,0.182221,0.169556,0.164107,0.181219,0.136100,0.165158,0.148049,0.133151,0.136272,0.002160,0.000980,0.060655,0.002207,0.003412,0.001628,0.115170,0.000944,0.001257,0.001976,0.041320,0.001428,0.023851,birds
0.033000,0.010454,2.801196,0.150716,0.227717,0.237087,0.026061,0.028760,-29.196156,2.178535,-0.356590,0.354490,0.162128,0.147050,0.091313,0.157591,0.053317,0.006570,0.021687,0.083896,0.025446,0.001708,0.000891,0.072649,0.001920,0.003353,0.001555,0.219979,0.000550,0.001060,0.001983,0.056083,0.000979,0.070537,0.018660,0.009511,0.215139,0.023771,0.017260,0.148112,0.021475,0.023570,0.792990,0.245022,0.254624,0.186331,0.160402,0.155271,0.147548,0.180472,0.140268,0.146561,0.130407,0.135465,0.128987,0.001661,0.001049,0.064561,0.001849,0.003117,0.001614,0.118990,0.000685,0.001082,0.001875,0.040778,0.001183,0.024398,birds
0.020760,0.019424,2.731240,0.129169,0.218312,0.124014,0.036580,0.015625,-29.051560,2.364554,-0.076107,0.411559,0.244070,0.208184,0.150172,0.186115,0.079439,0.053859,0.067002,0.089974,0.053073,0.001169,0.000478,0.096872,0.000993,0.002662,0.000982,0.228883,0.000321,0.000687,0.001463,0.052822,0.000649,0.076155,0.013871,0.020311,0.240004,0.029535,0.023653,0.085991,0.025414,0.012761,1.252606,0.172722,0.220320,0.157264,0.145485,0.149867,0.146260,0.151261,0.131534,0.128286,0.122904,0.119420,0.112029,0.001207,0.000648,0.082738,0.000999,0.002606,0.001035,0.114170,0.000454,0.000726,0.001494,0.037485,0.000864,0.022094,birds
0.144170,0.011739,3.215241,0.196775,0.189568,1.497260,0.004556,0.250896,-23.264960,1.414194,-0.731507,0.799364,-0.043542,0.137090,-0.078203,0.097067,-0.000807,-0.005532,-0.018444,0.027513,-0.022169,0.013571,0.007200,0.034500,0.011403,0.016940,0.009923,0.032551,0.004182,0.006773,0.012486,0.021830,0.006432,0.013368,0.031656,0.004187,0.077780,0.029224,0.022871,0.173938,0.001255,0.077651,0.460604,0.209242,0.168011,0.167812,0.163706,0.157579,0.160879,0.168313,0.157777,0.154328,0.156591,0.143970,0.150390,0.007928,0.005301,0.020826,0.006818,0.009488,0.006215,0.017582,0.002970,0.004063,0.006518,0.012507,0.003899,0.005467,birds
0.266030,0.015447,2.915119,0.369648,0.285431,0.979042,0.017729,0.412365,-28.001360,0.898290,0.675528,0.338883,0.282576,0.350404,-0.066109,0.272511,0.076427,0.092592,0.093662,0.111883,0.067726,0.001450,0.001737,0.059186,0.002804,0.002112,0.001788,0.129990,0.000338,0.001162,0.001436,0.030845,0.000696,0.043527,0.164823,0.013492,0.201778,0.124526,0.047720,0.466227,0.011684,0.280850,0.733296,0.547735,0.323086,0.313291,0.309895,0.275069,0.240722,0.227715,0.229569,0.207079,0.198831,0.184340,0.187611,0.001981,0.004261,0.055031,0.005348,0.002359,0.004293,0.087684,0.000540,0.002258,0.002308,0.026182,0.001266,0.022879,birds
0.141745,0.012164,3.211641,0.195380,0.191250,1.453623,0.004545,0.248208,-23.246438,1.432461,-0.775097,0.834439,-0.012864,0.187113,-0.019739,0.131965,0.036252,0.020608,-0.014430,0.033200,-0.010688,0.012085,0.007533,0.039831,0.010198,0.017564,0.008465,0.036517,0.004006,0.006453,0.012868,0.022328,0.006105,0.014891,0.029019,0.004703,0.074466,0.023552,0.018238,0.174975,0.001197,0.065359,0.210627,0.184970,0.165155,0.163533,0.149849,0.154177,0.157976,0.160388,0.153387,0.146388,0.140670,0.134525,0.131258,0.006721,0.005461,0.025415,0.006265,0.009118,0.005001,0.021796,0.002877,0.003475,0.007166,0.012060,0.003646,0.006761,birds
0.146000,0.013900,3.214300,0.194985,0.185029,1.458589,0.004671,0.255885,-23.129454,1.372299,-0.871978,0.871328,-0.019036,0.178861,-0.032905,0.150951,0.046554,0.002932,-0.014734,0.027900,-0.016004,0.011923,0.007770,0.035511,0.010020,0.015839,0.007704,0.032895,0.004415,0.006116,0.011580,0.021299,0.006210,0.013627,0.029625,0.005261,0.065325,0.022238,0.018748,0.176175,0.001230,0.074032,0.177285,0.180372,0.159547,0.167298,0.145100,0.152739,0.144458,0.153706,0.157829,0.151816,0.153332,0.147986,0.125950,0.006880,0.005792,0.020785,0.006353,0.008780,0.004612,0.019007,0.003464,0.003541,0.006049,0.010755,0.003871,0.005677,birds
0.169462,0.000625,3.129320,0.240721,0.220603,1.625537,0.004504,0.253275,-28.775418,1.131415,-0.699946,0.561842,-0.138666,0.225728,-0.090510,-0.101228,0.035610,-0.208550,0.014140,-0.098997,-0.072099,0.017508,0.006426,0.018126,0.012840,0.013853,0.009787,0.016005,0.004836,0.008007,0.015775,0.016872,0.006797,0.009185,0.035670,0.000988,0.220880,0.029282,0.011261,0.371273,0.002031,0.073748,0.525743,0.536056,0.320639,0.238889,0.211293,0.197651,0.176120,0.167806,0.175208,0.164054,0.163300,0.141113,0.138833,0.012523,0.004455,0.012332,0.008686,0.008851,0.006194,0.008904,0.003905,0.005680,0.010570,0.010711,0.004879,0.003951,birds
0.403525,0.001906,2.796433,0.422233,0.142415,1.513431,0.010356,0.485261,-36.010868,-3.097070,1.495158,-0.516379,0.016887,0.070676,-0.020209,-0.028281,0.047709,-0.045225,0.043124,-0.013724,-0.014561,0.001917,0.001114,0.001950,0.002337,0.002517,0.001379,0.001709,0.002361,0.003035,0.002673,0.001226,0.001846,0.003376,0.062414,0.004114,0.402238,0.059393,0.029390,0.504401,0.005374,0.119458,3.347350,1.009860,0.569614,0.427922,0.375738,0.393814,0.397330,0.378636,0.347382,0.300560,0.262420,0.212066,0.191251,0.002939,0.001900,0.004249,0.003585,0.004593,0.002276,0.003774,0.003877,0.005317,0.003733,0.001799,0.002935,0.002563,birds
0.377476,0.001848,2.902372,0.401442,0.160737,1.750788,0.006667,0.495681,-33.291775,-2.217682,1.259458,-0.156607,0.075526,0.064730,-0.042417,0.004559,0.021465,-0.057732,0.099423,0.077439,0.027335,0.001960,0.001284,0.005115,0.002702,0.002610,0.002250,0.008181,0.001857,0.002574,0.003295,0.002348,0.001967,0.004315,0.065487,0.004176,0.302762,0.059687,0.030360,0.468150,0.002608,0.101557,1.672211,0.846813,0.454241,0.356716,0.273865,0.260165,0.290666,0.284854,0.274210,0.253035,0.209659,0.192725,0.180520,0.002202,0.001770,0.009539,0.003409,0.003407,0.003590,0.016161,0.002015,0.003956,0.003733,0.003057,0.002786,0.004946,birds
0.382534,0.001933,2.912278,0.411335,0.171615,1.796406,0.006590,0.508023,-33.598734,-2.064126,1.168929,-0.113937,0.099576,0.061763,-0.021100,0.007265,-0.011432,-0.060408,0.084698,0.066497,0.042123,0.002493,0.001189,0.007644,0.002810,0.002859,0.001667,0.013493,0.002302,0.002967,0.002999,0.003217,0.001978,0.005959,0.083084,0.004015,0.283393,0.072055,0.032511,0.485376,0.003053,0.122824,1.736165,0.926252,0.456152,0.336878,0.285528,0.280376,0.281900,0.282087,0.268289,0.264301,0.210790,0.195200,0.177539,0.003315,0.001578,0.013681,0.003636,0.003796,0.002132,0.021027,0.002706,0.003746,0.003983,0.004085,0.002525,0.006842,birds
0.404445,0.017148,2.719436,0.425060,0.157869,1.006253,0.019765,0.464308,-31.301603,-1.334063,0.957169,-0.684788,0.724959,-0.102137,0.089390,-0.268387,0.018487,-0.084933,-0.028756,0.056287,-0.034582,0.002145,0.001332,0.001296,0.000987,0.001592,0.001084,0.003016,0.002810,0.003313,0.002285,0.003945,0.003172,0.004158,0.063744,0.024829,0.473119,0.049561,0.040997,0.649516,0.013125,0.090375,1.697729,0.577789,0.541517,0.411313,0.368704,0.421397,0.356638,0.352698,0.349844,0.276836,0.297510,0.268493,0.230025,0.003760,0.002529,0.002016,0.001766,0.003706,0.002535,0.005725,0.005440,0.005471,0.003741,0.006693,0.004930,0.003463,birds
0.245480,0.017645,2.968070,0.321104,0.239890,1.144346,0.008350,0.345644,-26.130504,1.786630,0.541302,0.089438,0.667918,-0.068813,0.244878,-0.033729,0.051457,-0.055719,0.019711,-0.083963,0.058062,0.005312,0.001111,0.039906,0.005218,0.008037,0.002022,0.064356,0.000751,0.001388,0.003236,0.049061,0.002313,0.026370,0.098774,0.013885,0.196075,0.061649,0.030207,0.398079,0.004948,0.158250,0.493750,0.410878,0.334116,0.275913,0.253431,0.245013,0.243071,0.236431,0.235499,0.199396,0.183933,0.172025,0.165081,0.004574,0.001069,0.029818,0.005699,0.007007,0.001886,0.051827,0.000841,0.001612,0.002896,0.031411,0.002663,0.012669,birds
0.257363,0.017367,2.970064,0.327408,0.241547,1.165864,0.010470,0.389948,-26.112314,1.808148,0.499619,0.077125,0.681983,-0.106520,0.217891,-0.056602,0.008993,-0.079179,-0.016340,-0.089544,0.003860,0.005909,0.001734,0.031372,0.004590,0.007946,0.003039,0.067461,0.000721,0.001412,0.003823,0.047367,0.002120,0.025876,0.099996,0.012985,0.198919,0.067773,0.034144,0.391525,0.006822,0.171903,0.370278,0.435618,0.336679,0.283318,0.254913,0.256769,0.237471,0.250684,0.220463,0.196243,0.184302,0.167691,0.167352,0.004975,0.002146,0.026857,0.004706,0.005960,0.003556,0.054145,0.000834,0.001630,0.003701,0.034777,0.002588,0.013577,birds
0.220995,0.016163,2.957797,0.306891,0.243322,1.060699,0.013051,0.337604,-26.332898,1.708418,0.478114,0.042488,0.717766,-0.059348,0.251375,-0.016451,0.009782,-0.047738,0.050241,-0.054352,0.052013,0.003834,0.001475,0.033367,0.002982,0.007770,0.002533,0.079801,0.000665,0.001206,0.003313,0.056908,0.001871,0.031238,0.085715,0.011657,0.176338,0.056268,0.038491,0.392588,0.010760,0.156744,0.615222,0.502149,0.390363,0.308021,0.258289,0.258084,0.232552,0.226143,0.207198,0.192475,0.178789,0.164480,0.149275,0.003623,0.001802,0.029838,0.003198,0.007142,0.003024,0.066688,0.000841,0.001416,0.003224,0.037157,0.002409,0.014643,birds
0.198126,0.008475,2.935141,0.321223,0.276751,0.797588,0.016028,0.306225,-29.602920,1.078548,0.455052,0.459218,0.187784,0.351038,0.003415,0.304474,-0.017697,0.052323,0.104795,0.083668,0.059956,0.001931,0.001196,0.034738,0.001256,0.002884,0.001562,0.143553,0.000323,0.000585,0.001127,0.047598,0.001326,0.046210,0.123654,0.010421,0.207523,0.098684,0.045286,0.479457,0.011654,0.245781,0.839441,0.549216,0.329389,0.287405,0.289065,0.295567,0.256451,0.226280,0.236085,0.217976,0.212575,0.209228,0.185812,0.003787,0.002012,0.027126,0.001445,0.003602,0.003089,0.088097,0.000433,0.000786,0.001243,0.032215,0.003858,0.020957,birds
0.139462,0.023933,2.973909,0.229252,0.217058,0.952504,0.013117,0.224716,-25.151353,1.450368,-0.093246,0.186471,0.244022,0.240960,-0.078899,0.286817,-0.017772,0.022490,0.046002,-0.054234,0.098116,0.003312,0.001768,0.032381,0.003533,0.004804,0.002591,0.121553,0.001337,0.001657,0.003786,0.060673,0.001617,0.041207,0.077825,0.022630,0.206358,0.045891,0.019602,0.493526,0.010389,0.135414,0.558928,0.420820,0.314733,0.249793,0.249804,0.277972,0.253963,0.232744,0.192826,0.179608,0.171375,0.171653,0.158430,0.003348,0.001816,0.026828,0.004091,0.003772,0.002487,0.093404,0.001659,0.001632,0.003567,0.041160,0.001574,0.021610,birds
0.170739,0.026454,3.007432,0.271466,0.237935,1.176697,0.010665,0.288969,-24.366204,1.541094,-0.119294,0.124518,0.398125,0.071429,0.022119,0.145858,0.011451,0.029623,-0.005368,-0.022515,0.046194,0.004004,0.001590,0.031514,0.003942,0.005154,0.002955,0.093951,0.002119,0.001980,0.004159,0.061293,0.002083,0.034724,0.084223,0.020715,0.190534,0.062663,0.026579,0.561957,0.010023,0.171892,0.396233,0.424445,0.321209,0.254054,0.232281,0.254385,0.277943,0.258766,0.205047,0.196387,0.182885,0.186559,0.166031,0.003809,0.001443,0.026417,0.004249,0.003936,0.002658,0.073446,0.002745,0.001846,0.003465,0.040926,0.002014,0.017641,birds
0.204834,0.021824,3.095331,0.264347,0.219902,1.326281,0.009609,0.312854,-24.284702,1.305781,-0.027596,-0.034924,0.475855,0.041240,0.024015,0.224743,-0.077058,0.107625,-0.159486,0.106884,-0.033015,0.004705,0.002283,0.030131,0.003766,0.006192,0.003809,0.061895,0.003171,0.002556,0.005056,0.046431,0.003438,0.024599,0.089466,0.017773,0.145663,0.059379,0.022963,0.531825,0.008261,0.153156,0.423053,0.487238,0.367459,0.318263,0.249872,0.267282,0.272010,0.275043,0.209561,0.219503,0.223640,0.212021,0.191920,0.004502,0.002319,0.026801,0.003118,0.005352,0.003422,0.049252,0.003611,0.002486,0.004468,0.035863,0.004322,0.013799,birds
0.193038,0.006966,3.105110,0.240785,0.198720,1.018926,0.008170,0.255250,-27.073802,1.652911,0.353715,0.389424,0.097859,0.274646,-0.269968,0.136418,0.033804,-0.153248,0.082848,-0.089250,-0.002837,0.014715,0.004004,0.024180,0.010586,0.022730,0.007091,0.023138,0.002037,0.005514,0.012990,0.018750,0.004123,0.012861,0.056165,0.007573,0.153769,0.032803,0.022191,0.286733,0.003733,0.065221,0.498813,0.489585,0.353625,0.273137,0.273618,0.301561,0.256670,0.224329,0.229461,0.209187,0.196914,0.169557,0.156052,0.013222,0.003991,0.016721,0.011153,0.017946,0.007196,0.017052,0.002028,0.004717,0.011722,0.012739,0.003930,0.005257,birds
