@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,speech,birds}

@DATA
0.099517,0.017332,3.148867,0.188163,0.202596,0.982455,0.006517,0.157018,-24.057431,1.605742,0.185927,0.341056,0.348079,0.117484,0.266618,0.030011,-0.006385,0.111125,0.044840,0.197716,-0.024902,0.012647,0.005460,0.028099,0.006516,0.026586,0.009280,0.071013,0.003457,0.005753,0.013706,0.032862,0.004080,0.026481,0.028391,0.013299,0.169931,0.036112,0.030057,0.313317,0.003645,0.066987,0.862458,0.342092,0.396097,0.287961,0.270145,0.280879,0.226474,0.245730,0.224358,0.238787,0.221134,0.251575,0.226896,0.011726,0.007720,0.022929,0.007171,0.022529,0.009665,0.046221,0.005231,0.006541,0.012788,0.027611,0.005530,0.010929,music
0.076275,0.012444,3.246306,0.131474,0.159247,0.742217,0.004354,0.120206,-25.107106,2.197626,-0.745271,0.099166,-0.418706,-0.109028,0.031722,0.056354,-0.076899,0.116565,-0.034218,0.100138,0.134030,0.019815,0.005914,0.023617,0.014731,0.010093,0.020765,0.016327,0.007885,0.012255,0.005830,0.025942,0.027779,0.018582,0.012046,0.003468,0.037029,0.018180,0.026299,0.185739,0.001670,0.021734,0.376090,0.267336,0.217273,0.222835,0.220368,0.208949,0.205502,0.202142,0.215241,0.225684,0.205202,0.181739,0.179852,0.014381,0.006398,0.012013,0.009838,0.006832,0.015737,0.008803,0.008726,0.009166,0.003874,0.013116,0.015004,0.004749,music
0.070132,0.014773,3.117867,0.170677,0.212860,0.558095,0.008818,0.102834,-26.133066,2.303709,0.128595,0.441103,0.083140,0.165604,-0.014009,0.199174,0.362333,0.259149,0.028865,-0.050846,0.079845,0.013954,0.003491,0.065459,0.006024,0.012566,0.005148,0.091234,0.001048,0.004271,0.019842,0.039364,0.009102,0.041630,0.038898,0.010911,0.182858,0.046724,0.027015,0.375868,0.006417,0.088598,1.295609,0.578752,0.416182,0.371585,0.302227,0.273080,0.298353,0.292374,0.289407,0.291831,0.272829,0.248765,0.206070,0.012771,0.005657,0.048258,0.007178,0.012472,0.006008,0.084309,0.001834,0.006074,0.019507,0.031783,0.012149,0.017881,music
0.075279,0.009617,3.112370,0.189300,0.230548,0.534308,0.008253,0.105841,-26.119849,2.396967,0.104435,0.342055,0.019308,0.161662,0.035011,-0.048512,0.028973,0.084667,0.071133,0.062594,-0.065409,0.016541,0.002424,0.036040,0.012257,0.017927,0.007893,0.077818,0.003313,0.007321,0.023993,0.058172,0.002859,0.038415,0.045944,0.007795,0.175987,0.052995,0.029506,0.362580,0.005244,0.102491,1.158297,0.432512,0.440119,0.343924,0.289361,0.281571,0.294444,0.315516,0.273493,0.281750,0.291045,0.265977,0.225149,0.019383,0.003226,0.033842,0.014318,0.020190,0.008959,0.056708,0.006044,0.010177,0.021950,0.050795,0.003619,0.014542,music
0.063751,0.019704,3.166934,0.129069,0.153571,0.711154,0.009135,0.114891,-24.967035,2.000426,0.788553,0.448699,-0.641849,0.207008,0.016009,0.024661,-0.190302,0.048118,0.088153,0.042377,0.061438,0.013244,0.004218,0.045565,0.014766,0.025313,0.010290,0.033211,0.001699,0.013659,0.021483,0.047828,0.003746,0.032302,0.026450,0.017102,0.119057,0.025747,0.027974,0.359620,0.006815,0.061265,1.196101,0.584295,0.426549,0.288129,0.317075,0.271062,0.260960,0.235616,0.238822,0.260831,0.229047,0.243862,0.211209,0.014798,0.005082,0.041879,0.019873,0.024414,0.012126,0.025297,0.002375,0.016449,0.017570,0.038890,0.005065,0.012432,music
0.130795,0.010796,3.169661,0.192970,0.178468,1.136984,0.006333,0.213684,-25.737904,0.659984,0.074756,-1.200953,-0.563782,-0.087671,0.117289,0.229148,0.204152,0.037704,0.104247,0.114852,-0.075241,0.017698,0.019585,0.021728,0.008440,0.008491,0.013293,0.045728,0.005122,0.005233,0.002989,0.009198,0.008052,0.023195,0.028890,0.007985,0.107049,0.020589,0.016900,0.252927,0.002938,0.048459,0.581065,0.332149,0.343047,0.283602,0.226672,0.211403,0.232816,0.198711,0.189431,0.189576,0.185114,0.173276,0.165247,0.015789,0.014917,0.021282,0.009309,0.008179,0.012595,0.040718,0.005580,0.004968,0.002668,0.008704,0.007979,0.011484,music
0.119921,0.049248,3.226690,0.235164,0.236221,1.174402,0.004488,0.195496,-22.249169,1.551539,0.037996,0.266019,0.065383,0.098461,0.113508,0.116093,0.126996,0.193460,0.137267,0.009639,0.032897,0.012601,0.005463,0.038565,0.009739,0.024415,0.007575,0.027603,0.003285,0.011917,0.013989,0.037240,0.005224,0.022522,0.033520,0.018350,0.089725,0.036138,0.020611,0.332127,0.002345,0.080559,0.750476,0.412798,0.285172,0.240949,0.245566,0.248993,0.262187,0.268021,0.279364,0.260343,0.256828,0.214096,0.175292,0.013288,0.007151,0.026843,0.011697,0.020712,0.007525,0.021273,0.005061,0.012079,0.014068,0.027245,0.005265,0.008908,music
0.078118,0.015537,3.064222,0.236658,0.282090,0.428359,0.006266,0.066927,-25.657453,2.541615,0.566980,0.338322,0.206532,-0.000312,0.136819,0.175226,0.048612,0.005538,0.006075,0.128252,0.115691,0.011719,0.001328,0.064916,0.006913,0.019077,0.009472,0.104858,0.000745,0.002216,0.005800,0.096264,0.002259,0.046984,0.038069,0.010608,0.241586,0.048383,0.024493,0.262037,0.003892,0.086465,1.151401,0.326586,0.269208,0.243516,0.298928,0.206604,0.237942,0.287108,0.195807,0.234074,0.191091,0.202295,0.190457,0.013300,0.001817,0.046766,0.007925,0.013803,0.009100,0.066445,0.000928,0.002529,0.004836,0.060253,0.002855,0.014107,music
0.135696,0.006968,3.180821,0.274541,0.281675,1.041221,0.003874,0.190889,-27.651187,1.827101,0.534459,0.189205,-0.267510,0.311535,-0.138734,0.077463,-0.144207,-0.052213,0.195072,-0.191118,-0.176464,0.030342,0.008462,0.043099,0.013211,0.024463,0.012032,0.020507,0.006537,0.005340,0.012256,0.018907,0.006439,0.029870,0.047519,0.006444,0.170588,0.041913,0.015695,0.337906,0.003662,0.096676,1.015978,0.438139,0.403251,0.295018,0.266476,0.271299,0.254133,0.247966,0.260181,0.266705,0.224535,0.226223,0.176762,0.028933,0.012050,0.026976,0.014279,0.017865,0.011259,0.017957,0.008144,0.004673,0.011041,0.017056,0.008399,0.012346,music
0.092590,0.025567,3.171154,0.166871,0.181113,0.830492,0.007010,0.166264,-24.312174,1.145533,-0.042204,-1.211462,-0.673376,0.094951,0.105227,0.375819,0.248546,-0.009966,0.016478,-0.079242,-0.043316,0.014698,0.034423,0.036478,0.003842,0.005519,0.019415,0.062612,0.000915,0.001241,0.003033,0.009734,0.006835,0.028438,0.027541,0.015870,0.112525,0.017387,0.013664,0.302463,0.004189,0.070295,0.576915,0.328097,0.292605,0.263679,0.247443,0.227199,0.203918,0.194654,0.191825,0.184253,0.191454,0.174202,0.167149,0.012310,0.025835,0.031653,0.002654,0.004033,0.014301,0.054995,0.000736,0.000942,0.002633,0.007343,0.005698,0.013575,music
0.053990,0.020284,3.106176,0.163766,0.199249,0.472995,0.010029,0.102211,-24.262504,2.788059,-0.022970,0.467975,0.180960,0.173597,0.049502,0.074994,-0.002062,0.021572,0.093094,0.056933,-0.217373,0.025715,0.005352,0.028898,0.004731,0.018585,0.002946,0.033763,0.004124,0.008269,0.031823,0.058874,0.001560,0.025976,0.021534,0.010318,0.134744,0.065749,0.042476,0.317140,0.005519,0.089017,1.118231,0.471141,0.322600,0.260915,0.243018,0.211364,0.213170,0.198376,0.200233,0.173158,0.213488,0.188411,0.181462,0.023584,0.004400,0.018915,0.004304,0.015985,0.002279,0.027140,0.004411,0.007610,0.020826,0.039845,0.001318,0.007972,music
0.119217,0.021471,3.113117,0.231386,0.233383,0.978117,0.008262,0.199356,-24.506800,1.866596,-0.018658,0.135823,-0.125821,-0.078868,0.025947,-0.062081,0.010588,0.007980,0.006245,-0.079034,0.036374,0.011966,0.006380,0.038449,0.012247,0.019971,0.009878,0.031894,0.002959,0.009739,0.017248,0.029002,0.010882,0.024886,0.064054,0.015659,0.260123,0.064314,0.032515,0.506164,0.005515,0.146686,1.512930,0.627391,0.632149,0.352199,0.371983,0.313426,0.331376,0.276047,0.288494,0.268938,0.245654,0.280198,0.272250,0.013998,0.008557,0.043962,0.013159,0.020216,0.013630,0.026159,0.005264,0.012742,0.019626,0.026965,0.013607,0.012513,music
0.133167,0.038314,3.206656,0.215586,0.227514,0.852123,0.010347,0.157314,-24.069746,1.973386,0.503783,0.425586,-0.247592,0.143530,-0.188100,0.108297,-0.025564,0.058164,-0.004801,-0.055533,0.050083,0.024555,0.004123,0.031461,0.006698,0.017494,0.008607,0.027021,0.001837,0.005606,0.032087,0.017102,0.002979,0.023325,0.026327,0.017162,0.116608,0.030457,0.020827,0.280246,0.007843,0.046536,0.964028,0.478438,0.355286,0.296692,0.293611,0.282387,0.272994,0.255560,0.243551,0.234765,0.224984,0.217307,0.191788,0.021037,0.005621,0.027015,0.005993,0.016803,0.007712,0.022005,0.002977,0.006752,0.020675,0.013555,0.002735,0.010460,music
0.033127,0.029647,3.161921,0.101511,0.169228,0.085772,0.006064,0.037287,-25.423558,3.684361,0.049186,0.091423,-0.292496,-0.264505,-0.330199,0.051146,0.242854,0.222406,0.158543,0.026700,-0.192956,0.021421,0.012274,0.036411,0.015066,0.015010,0.014579,0.029088,0.000341,0.012734,0.018517,0.040200,0.035518,0.033055,0.004767,0.020417,0.161391,0.026779,0.033615,0.053118,0.007276,0.004487,1.029244,0.480596,0.278748,0.288898,0.236218,0.205606,0.230732,0.249310,0.259116,0.207648,0.224555,0.193870,0.180033,0.014915,0.015874,0.026076,0.014460,0.012215,0.013414,0.019172,0.000309,0.009827,0.012469,0.020840,0.035736,0.007834,music
0.094874,0.042112,3.165982,0.159708,0.176673,0.886517,0.006079,0.158388,-22.659883,1.906399,0.550621,0.215838,0.170053,0.377574,-0.237502,0.085440,-0.105574,-0.081968,0.060288,0.036899,-0.130253,0.012379,0.002239,0.034819,0.015583,0.031778,0.009032,0.041322,0.005291,0.005184,0.015943,0.053597,0.002709,0.025214,0.038301,0.015840,0.112362,0.028293,0.016338,0.441406,0.003080,0.074389,0.805622,0.563499,0.329107,0.249627,0.227534,0.218471,0.204985,0.228098,0.206134,0.166915,0.184588,0.169327,0.161049,0.013796,0.002275,0.022949,0.016341,0.020026,0.007698,0.030895,0.006356,0.006383,0.013018,0.036573,0.003211,0.008485,music
0.113718,0.012929,3.157922,0.196047,0.200227,1.006519,0.005686,0.195209,-25.220933,1.167470,0.130651,-0.879672,-0.953102,-0.367481,-0.160271,0.137867,0.139186,0.021936,-0.199178,0.047886,-0.020195,0.028630,0.027089,0.023451,0.011890,0.010632,0.010635,0.032661,0.003168,0.007405,0.008076,0.012389,0.016626,0.025026,0.051126,0.010911,0.172142,0.043253,0.027661,0.410878,0.004036,0.100393,0.969513,0.467879,0.309428,0.284754,0.257708,0.239969,0.264785,0.238015,0.228886,0.201729,0.208013,0.216933,0.184846,0.019384,0.022962,0.024739,0.012890,0.010320,0.009427,0.036907,0.004000,0.006939,0.007051,0.010111,0.013391,0.011721,music
0.087310,0.028604,3.167507,0.172713,0.191539,0.961658,0.007902,0.142577,-23.716265,1.348170,-0.100171,0.741374,-0.118712,0.216871,-0.052941,0.063648,0.060684,0.196252,0.034983,-0.064880,0.027072,0.014129,0.005714,0.025447,0.005760,0.015572,0.008239,0.049726,0.003962,0.009595,0.014470,0.038022,0.005508,0.027403,0.027150,0.015648,0.147724,0.032536,0.032562,0.312534,0.004626,0.048245,1.056117,0.561256,0.333998,0.266071,0.260171,0.245981,0.280186,0.308570,0.353093,0.315195,0.316287,0.285218,0.257063,0.015314,0.008721,0.020281,0.007528,0.014711,0.011005,0.057693,0.006953,0.012431,0.014645,0.030708,0.008644,0.015141,music
0.101370,0.036227,3.177383,0.224255,0.233597,0.928534,0.005470,0.159858,-23.227883,1.651917,0.366588,0.216074,0.397880,0.167799,0.337086,-0.011929,0.185471,0.153281,0.166586,0.190079,0.050816,0.009129,0.002858,0.054097,0.005069,0.031084,0.011126,0.044065,0.004007,0.004276,0.014141,0.050626,0.004818,0.032678,0.036386,0.016381,0.114725,0.033006,0.020628,0.371820,0.003730,0.084142,0.632776,0.341703,0.286931,0.240611,0.263142,0.231628,0.214730,0.257064,0.263025,0.275916,0.242424,0.218469,0.199211,0.010189,0.003322,0.051828,0.005710,0.031794,0.010435,0.036930,0.005852,0.005265,0.013258,0.041013,0.006546,0.012678,music
0.215224,0.029561,3.258089,0.243585,0.165256,1.664372,0.003172,0.293234,-23.371853,-0.985095,0.048514,-1.168024,-0.747057,0.030635,-0.172600,0.237328,0.187284,0.253799,-0.257237,0.010274,-0.067422,0.009563,0.013871,0.003953,0.004179,0.002784,0.008006,0.008734,0.002371,0.002560,0.002961,0.003250,0.004031,0.006141,0.014646,0.008572,0.033260,0.012397,0.014457,0.126102,0.000709,0.015293,0.428419,0.316061,0.254615,0.208983,0.208736,0.183584,0.185739,0.169675,0.175484,0.160386,0.167057,0.151773,0.152100,0.006832,0.011074,0.003284,0.002890,0.002095,0.006130,0.006802,0.001887,0.001846,0.002711,0.002081,0.003170,0.003347,music
0.088268,0.013563,3.168171,0.160147,0.175271,0.803560,0.005966,0.140266,-24.619650,1.082196,-0.400707,-0.686041,-0.672723,-0.247380,-0.139141,0.187011,0.234808,0.032493,0.008431,0.077648,0.034008,0.008161,0.008217,0.030401,0.005247,0.010313,0.019012,0.076658,0.000834,0.006161,0.005204,0.019461,0.026565,0.029256,0.019580,0.007493,0.117822,0.014836,0.011787,0.245394,0.003324,0.052122,0.450878,0.316005,0.296714,0.243638,0.246899,0.226132,0.200049,0.191606,0.208135,0.207562,0.192798,0.206293,0.177121,0.007649,0.010191,0.030980,0.005273,0.008852,0.014697,0.061886,0.000784,0.006102,0.005858,0.013945,0.019900,0.015067,music
0.092793,0.022807,3.208518,0.157483,0.166526,0.956338,0.004965,0.171791,-23.665939,1.043753,-0.313648,-0.931528,-1.098287,-0.064624,-0.293635,0.241675,-0.035387,0.178781,-0.176611,-0.020739,-0.134372,0.010026,0.035021,0.010078,0.025788,0.003805,0.024738,0.016135,0.001053,0.001829,0.006742,0.021608,0.042308,0.024103,0.021859,0.009810,0.064755,0.014724,0.015533,0.259463,0.002192,0.040063,0.482626,0.327831,0.237125,0.215779,0.202850,0.233876,0.223276,0.193453,0.215121,0.215828,0.202069,0.197153,0.167975,0.006616,0.023866,0.007860,0.020718,0.003114,0.017577,0.017472,0.000994,0.001508,0.005101,0.011682,0.027288,0.008103,music
0.162139,0.020355,3.182506,0.198026,0.158615,1.509117,0.008974,0.240481,-25.060509,-0.466549,-0.381037,-0.563632,-0.638516,0.142982,-0.261831,-0.085818,0.289992,0.311466,-0.190991,0.033172,-0.117825,0.015146,0.003660,0.009315,0.005902,0.003058,0.007310,0.015667,0.002030,0.017393,0.002794,0.006841,0.008520,0.013878,0.024091,0.012557,0.137685,0.014424,0.016873,0.194696,0.005174,0.027610,0.958408,0.437202,0.330218,0.356778,0.284354,0.303553,0.290153,0.284435,0.293678,0.299774,0.269001,0.260188,0.205863,0.018528,0.004197,0.012347,0.006222,0.003095,0.007309,0.020840,0.002457,0.013072,0.003186,0.008774,0.009875,0.008554,music
0.087589,0.016889,3.188622,0.165733,0.192387,0.841677,0.004703,0.131095,-23.523479,1.989471,-0.215461,0.196076,-0.102518,-0.011200,-0.005043,-0.040039,-0.078468,0.049969,-0.019400,0.002700,-0.025700,0.023322,0.005141,0.044885,0.016087,0.015764,0.012613,0.036766,0.002609,0.010595,0.016944,0.021807,0.009241,0.019032,0.018402,0.010215,0.085818,0.023096,0.021668,0.246506,0.001456,0.036319,0.865472,0.334628,0.215421,0.197125,0.193721,0.179838,0.187245,0.187634,0.199212,0.201355,0.186505,0.173768,0.158322,0.016513,0.004781,0.025845,0.012860,0.009712,0.009737,0.019336,0.002885,0.008084,0.012136,0.015501,0.007703,0.006146,music
0.085000,0.039297,3.215563,0.161811,0.186089,0.663119,0.005700,0.128100,-23.899768,2.406803,-0.345892,-0.326587,-0.345828,-0.053785,-0.172737,-0.030342,-0.094930,-0.244850,-0.147521,-0.022801,-0.081978,0.027537,0.006337,0.016676,0.026254,0.019280,0.026110,0.017671,0.004870,0.010161,0.015474,0.021821,0.007190,0.023788,0.021352,0.011524,0.061614,0.028050,0.022862,0.189706,0.003114,0.041420,0.796227,0.436563,0.285854,0.240130,0.206113,0.230822,0.212553,0.223217,0.212273,0.190342,0.193680,0.185799,0.176407,0.021302,0.005906,0.011745,0.018796,0.015076,0.021127,0.011777,0.004881,0.010598,0.011219,0.014596,0.006120,0.009498,music
0.065068,0.022063,3.226510,0.148226,0.189344,0.559516,0.005893,0.094501,-25.397981,2.429445,-0.037325,0.098281,-0.139127,-0.012646,0.085799,0.139299,0.070134,0.150996,-0.074329,0.128612,0.129304,0.020513,0.016381,0.020825,0.010569,0.031571,0.026708,0.032133,0.002062,0.014446,0.010575,0.045653,0.004511,0.035135,0.021437,0.012591,0.079814,0.027508,0.027434,0.227271,0.005947,0.032340,0.878993,0.456956,0.365449,0.272368,0.273121,0.229180,0.226744,0.248984,0.286180,0.256181,0.247428,0.217227,0.190043,0.014915,0.011022,0.019666,0.009832,0.023879,0.017911,0.023677,0.002737,0.012926,0.009738,0.036056,0.005053,0.010872,music
0.066312,0.025905,3.188340,0.149920,0.197612,0.588430,0.007169,0.095802,-25.460346,2.522500,0.334524,0.150534,-0.013727,0.312461,0.284554,0.161468,0.131226,0.005135,-0.087433,0.150821,0.030238,0.017746,0.002518,0.051284,0.014568,0.035830,0.005999,0.056986,0.001848,0.004937,0.014609,0.054615,0.002763,0.036457,0.022748,0.015002,0.103009,0.021960,0.016891,0.235774,0.005066,0.036252,1.026745,0.475351,0.310736,0.286539,0.259971,0.211838,0.242676,0.222411,0.238108,0.262479,0.209386,0.220658,0.175061,0.018117,0.003003,0.030757,0.012576,0.033197,0.006346,0.043424,0.002406,0.005499,0.011791,0.044443,0.003137,0.010954,music
0.084806,0.024176,3.162780,0.155325,0.192730,0.723755,0.006856,0.118990,-23.775664,2.229145,-0.217123,0.587844,-0.161908,0.087447,0.115924,0.356423,-0.066041,-0.053089,-0.158492,-0.010296,0.023044,0.024879,0.001856,0.027059,0.022364,0.033770,0.007330,0.033585,0.002282,0.008997,0.009122,0.027522,0.006155,0.022205,0.026127,0.013202,0.122085,0.029064,0.027124,0.296338,0.004000,0.046049,0.807554,0.442900,0.378431,0.331110,0.275620,0.293295,0.266226,0.244834,0.249433,0.260454,0.223139,0.248797,0.221686,0.024178,0.001601,0.020054,0.020588,0.023395,0.007888,0.023613,0.002285,0.010514,0.007941,0.023274,0.006048,0.007947,music
0.060460,0.007051,3.101758,0.146438,0.184120,0.569542,0.006741,0.098908,-27.352628,2.149645,-0.358920,0.041723,-0.646818,-0.192687,-0.134560,0.040359,0.023567,0.052508,0.096283,0.004141,-0.138542,0.017974,0.010029,0.014153,0.013233,0.013120,0.011049,0.025430,0.001762,0.010407,0.027427,0.021377,0.010074,0.020629,0.021151,0.006682,0.276165,0.029731,0.030904,0.276730,0.005846,0.046058,2.330255,0.550389,0.383695,0.292615,0.372549,0.258623,0.292670,0.251485,0.265059,0.306518,0.289932,0.246017,0.211422,0.023113,0.010256,0.014301,0.012266,0.014580,0.012178,0.025786,0.002792,0.009791,0.024272,0.016352,0.011341,0.007460,music
0.061503,0.031733,3.092276,0.157372,0.209999,0.331490,0.007509,0.072532,-23.492651,2.678666,-0.338741,-0.025088,0.085421,0.082526,-0.053276,0.139256,0.059583,0.030625,0.046744,-0.016813,-0.085621,0.031746,0.005043,0.041679,0.008778,0.013981,0.007402,0.037807,0.006147,0.004712,0.015824,0.065195,0.009807,0.027699,0.017618,0.026198,0.224890,0.025246,0.019982,0.143360,0.003961,0.020085,1.202966,0.319127,0.329964,0.256136,0.203603,0.227032,0.204367,0.223181,0.196783,0.214342,0.236539,0.195950,0.208546,0.027810,0.005291,0.023295,0.006791,0.012311,0.008674,0.031976,0.010685,0.004903,0.013470,0.045666,0.012558,0.009228,music
0.080316,0.049177,3.097199,0.224604,0.254898,0.520356,0.009576,0.103627,-23.938383,2.365207,0.242488,0.332318,0.256661,0.478532,0.466577,0.253329,0.126819,0.037606,0.231365,0.332654,0.067885,0.003995,0.003175,0.095035,0.003463,0.035774,0.004609,0.064253,0.002955,0.004692,0.010154,0.049090,0.001433,0.039155,0.044171,0.023883,0.184179,0.060890,0.030949,0.334316,0.005919,0.120091,1.341524,0.548714,0.566847,0.441263,0.368784,0.342668,0.315117,0.330775,0.303587,0.319488,0.299525,0.273387,0.200715,0.004263,0.005743,0.054820,0.005107,0.035151,0.005425,0.051147,0.006145,0.007140,0.011147,0.045514,0.002263,0.013613,music
0.098665,0.014271,3.061207,0.194602,0.211624,0.837071,0.008075,0.152837,-25.386420,2.073518,-0.176998,-0.088620,-0.197898,-0.057980,0.004878,0.021582,0.048229,-0.021366,-0.028459,-0.008388,-0.084439,0.018809,0.010374,0.023257,0.013715,0.021455,0.014422,0.027238,0.004775,0.010097,0.015473,0.022499,0.008137,0.018394,0.053633,0.013137,0.244901,0.055958,0.028645,0.456217,0.004309,0.110951,1.625313,0.563836,0.587076,0.388295,0.364977,0.278028,0.320415,0.256791,0.247340,0.220779,0.213123,0.204601,0.212119,0.021760,0.013188,0.021050,0.013730,0.019217,0.013487,0.024526,0.006254,0.011278,0.014099,0.021405,0.008598,0.008865,speech
0.100651,0.006686,3.043196,0.209938,0.232736,0.719725,0.009358,0.153215,-28.338328,2.463922,0.369970,0.293230,-0.173907,0.108813,0.022733,0.133469,0.097113,0.062492,0.040378,0.086874,-0.001816,0.014740,0.005494,0.070123,0.010941,0.026829,0.019012,0.031057,0.001523,0.007688,0.010324,0.029061,0.004576,0.028463,0.077644,0.006776,0.259821,0.086986,0.038917,0.577477,0.006417,0.158771,2.027328,0.718300,0.538649,0.320014,0.335530,0.254051,0.303121,0.230375,0.239009,0.221657,0.205146,0.183881,0.175339,0.014261,0.008420,0.055201,0.013175,0.023873,0.017492,0.023981,0.002054,0.009930,0.009808,0.025734,0.005305,0.012999,speech
0.094446,0.007025,2.902964,0.208715,0.212315,0.833666,0.016643,0.166104,-27.288298,1.172543,0.054399,-0.120613,-0.333292,0.370302,-0.149977,0.110785,0.066462,0.055181,0.048943,-0.103136,-0.054818,0.005943,0.004283,0.049773,0.005222,0.004449,0.027817,0.151706,0.001857,0.002900,0.006075,0.010533,0.004540,0.048113,0.069740,0.006581,0.293040,0.084121,0.044208,0.514517,0.012363,0.152701,1.694620,0.675350,0.666501,0.545537,0.431360,0.347500,0.293076,0.289116,0.242180,0.264858,0.259984,0.265186,0.266062,0.008304,0.006276,0.051135,0.008843,0.006165,0.027134,0.109357,0.003170,0.005023,0.009997,0.012528,0.008154,0.027100,speech
0.153569,0.002383,3.028541,0.248029,0.234124,1.242709,0.006799,0.252789,-28.402769,1.407755,-0.230986,-0.166855,-0.468801,0.077630,-0.231758,-0.019046,-0.001089,0.062279,0.050734,0.034104,-0.030220,0.010068,0.006300,0.017720,0.010852,0.007987,0.016066,0.031572,0.004174,0.014051,0.017882,0.019864,0.007342,0.017526,0.075109,0.003907,0.298746,0.067528,0.031394,0.604685,0.004338,0.161955,1.618207,0.596506,0.603256,0.446578,0.340575,0.273158,0.256625,0.226056,0.219874,0.205332,0.207762,0.200289,0.211552,0.011506,0.007504,0.016365,0.015205,0.009233,0.016608,0.031599,0.006223,0.018912,0.016229,0.018556,0.009165,0.009484,speech
0.129794,0.003995,2.953328,0.243921,0.237286,0.981374,0.009307,0.203854,-28.550344,1.430104,0.174499,-0.114617,-0.253948,0.035436,-0.152994,-0.077621,-0.007807,0.158295,0.089283,0.168191,0.027295,0.007234,0.003058,0.033749,0.005518,0.009911,0.032686,0.102448,0.004534,0.007859,0.008947,0.014381,0.007781,0.035546,0.082770,0.006866,0.265677,0.080408,0.039858,0.575363,0.006243,0.172020,2.082688,0.547223,0.560295,0.435417,0.325179,0.243975,0.294102,0.247001,0.244653,0.192003,0.181599,0.175745,0.182888,0.009669,0.004150,0.035594,0.006149,0.011412,0.027388,0.084307,0.008734,0.012612,0.010728,0.013231,0.011877,0.020559,speech
0.085254,0.036698,3.053317,0.172358,0.174994,0.852467,0.013472,0.157728,-24.446370,1.165587,0.045641,0.008248,-0.119681,0.173325,-0.250035,0.046353,-0.156020,-0.042316,-0.104069,-0.013257,-0.114425,0.018939,0.005435,0.022312,0.013257,0.015911,0.012498,0.086468,0.003592,0.007187,0.014014,0.017455,0.005391,0.036139,0.046573,0.029427,0.318037,0.047237,0.032393,0.457742,0.009308,0.095261,2.483099,0.816604,0.775843,0.565276,0.403325,0.404271,0.329411,0.318152,0.290575,0.310284,0.336586,0.340897,0.303475,0.027274,0.008424,0.026290,0.019759,0.021969,0.018597,0.091932,0.005802,0.010129,0.019785,0.021224,0.008053,0.023411,speech
